Date,MRP,Q1,DR1,SP,Q2,DR2,MSP,Q3,DR3,Base Price,Probable Index for Bp,Adj Close,Discount,Discount%,General Discount,GD%,Product Availibility index,Quantity ( kg ).1,Total Market Value ( in Thousands ),D-S Ratio,City,Avg. Correlation ( MRP Vs SP ),Avg. Correlation ( MRP Vs MSP ),Avg. Correlation ( MSP Vs SP ),Avg. Correlation ( MRP Vs BP ),Avg. Correlation ( SP Vs BP )
25-07-2012,29.98,1916.414307,0.674271447,29.92,576.3167399,0.202771353,28.75,349.4689529,0.1229572,29.6425,0.75,28.950001,0.06,0.200133422,0.3375,1.1257505,,2842.2,85209.156,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
26-07-2012,30,815.4292485,0.36044258,29.9,1444.448838,0.638486866,27.639999,2.421913575,0.001070554,29.35999975,0.75,28.129999,0.1,0.333333333,0.64000025,2.133334167,,2262.3,67869,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
27-07-2012,29.66,865.4031495,0.51727624,28.709999,770.9484335,0.460817952,28.1,36.64841703,0.021905808,28.7949995,0.75,29.51,0.950001,3.20297033,0.8650005,2.91638739,,1673,49621.18,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
30-07-2012,30.25,1930.054989,0.934560812,29.51,92.73049922,0.044901462,27.209999,42.41451133,0.020537726,29.11999975,0.75,27.35,0.74,2.446280992,1.13000025,3.735538017,,2065.2,62472.3,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
31-07-2012,27.969999,1217.562034,0.77300618,27.540001,323.8685476,0.205617769,27.35,33.66941875,0.021376052,27.60000025,0.75,27.42,0.429998,1.537354363,0.36999875,1.322841485,,1575.1,44055.54542,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
01-08-2012,27.99,172.0124936,0.108027692,27.99,1207.342239,0.75823792,26.030001,212.945267,0.133734389,27.50000025,0.75,26.25,0,0,0.48999975,1.75062433,,1592.3,44568.477,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
02-08-2012,26.85,299.5942627,0.229556557,26.84,510.9060617,0.3914689,25.52,494.5996756,0.378974543,26.5125,0.75,26.1,0.01,0.037243948,0.3375,1.25698324,,1305.1,35041.935,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
03-08-2012,27.549999,725.2135942,0.599597846,26.9,376.6749033,0.311430263,26.74,107.6115025,0.088971891,27.02249975,0.75,27.27,0.649999,2.359343098,0.52749925,1.914697892,,1209.5,33321.72379,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
06-08-2012,28.700001,564.7181788,0.369531592,27.549999,406.7936105,0.266191343,27.549999,556.6882108,0.364277065,27.8374995,0.75,28.27,1.150002,4.00697547,0.8625015,3.005231603,,1528.2,43859.34153,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
07-08-2012,30.9,284.426852,0.119146637,28.77,105.6945168,0.044275518,28.5,1997.078631,0.836577845,29.235,0.75,30.25,2.13,6.893203883,1.665,5.388349515,,2387.2,73764.48,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
08-08-2012,30,946.7216325,0.723295617,29.9,271.9700685,0.207785215,28.59,90.20829904,0.068919168,29.5975,0.75,29.09,0.1,0.333333333,0.4025,1.341666667,,1308.9,39267,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
09-08-2012,30,210.2351345,0.312570821,29.52,36.20821113,0.053833201,29.129999,426.1566543,0.633595977,29.54249975,0.75,29.41,0.48,1.6,0.45750025,1.525000833,,672.6,20178,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
10-08-2012,29.940001,675.2872146,0.954604488,29.309999,3.836025518,0.005422711,29.309999,28.27675983,0.039972802,29.4674995,0.75,29.940001,0.630002,2.104215027,0.4725015,1.57816127,,707.4,21179.55671,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
13-08-2012,31.299999,659.0605856,0.757453839,29.690001,165.7690733,0.190517266,29.1,45.27034119,0.052028895,29.94500025,0.75,31.17,1.609998,5.143763743,1.35499875,4.329069627,,870.1,27234.12913,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
14-08-2012,31.17,201.2552768,0.253661806,30.75,77.84903089,0.098120785,29.26,514.2956923,0.648217409,30.4825,0.75,29.42,0.42,1.347449471,0.6875,2.205646455,,793.4,24730.278,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
15-08-2012,29.700001,510.6608854,0.97194687,29.389999,1.999612737,0.003805886,28.809999,12.73950188,0.024247244,29.3224995,0.75,29.4,0.310002,1.043777743,0.3775015,1.271048779,,525.4,15604.38053,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
16-08-2012,30.389999,199.4700394,0.298161494,29.530001,80.49578129,0.120322543,29.5,389.0341793,0.581515963,29.73750025,0.75,30.299999,0.859998,2.829871761,0.65249875,2.147083815,,669,20330.90933,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
17-08-2012,30.709999,361.1526083,0.710650548,30.290001,97.67544435,0.192198828,29.98,49.37194738,0.097150625,30.31750025,0.75,30.01,0.419998,1.367626225,0.39249875,1.278081286,,508.2,15606.82149,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
20-08-2012,30.389999,568.4662449,0.482118773,30.15,59.74861494,0.050673068,29.1,550.8851402,0.467208159,29.94749975,0.75,29.51,0.239999,0.7897302,0.44249925,1.456068656,,1179.1,35832.84782,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
21-08-2012,30,510.4266774,0.670203095,29.58,158.2590821,0.207798165,29,92.91424046,0.12199874,29.54,0.75,29.110001,0.42,1.4,0.46,1.533333333,,761.6,22848,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
22-08-2012,30.040001,450.1295313,0.580437822,29.01,93.92432002,0.121114533,29.01,231.4461486,0.298447645,29.26750025,0.75,29.950001,1.030001,3.428764866,0.77250075,2.571573649,,775.5,23296.02078,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
23-08-2012,30.85,1131.07279,0.768914201,30,43.1007295,0.029300292,29.65,296.8264808,0.201785507,30.125,0.75,30.73,0.85,2.755267423,0.725,2.350081037,,1471,45380.35,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
24-08-2012,30.24,1181.896215,0.826847779,30.059999,129.8555757,0.090846212,29.41,117.6482095,0.082306009,29.9424995,0.75,29.5,0.180001,0.595241402,0.2975005,0.98379795,,1429.4,43225.056,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
27-08-2012,29.700001,1124.679334,0.832849033,29.57,63.34009196,0.046904689,28.17,162.3805742,0.120246278,29.25250025,0.75,28.32,0.130001,0.43771379,0.44750075,1.506736481,,1350.4,40106.88135,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
28-08-2012,29.379999,847.370687,0.604099727,28.4,411.3400887,0.293248798,28,143.9892243,0.102651475,28.54499975,0.75,28.690001,0.979999,3.335599161,0.83499925,2.842066979,,1402.7,41211.3246,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
29-08-2012,28.639999,582.471152,0.694327276,28.49,214.0426433,0.255146791,28.02,42.38620472,0.050525932,28.40999975,0.75,28.41,0.149999,0.523739543,0.22999925,0.803070035,,838.9,24026.09516,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
30-08-2012,28.74,428.0380497,0.652099405,28.6,70.04814833,0.106715643,28.1,158.3138019,0.241184951,28.51,0.75,28.41,0.14,0.487125957,0.23,0.800278358,,656.4,18864.936,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
31-08-2012,28.84,469.7669542,0.870261123,28.610001,59.19185554,0.10965516,28.200001,10.84119027,0.020083717,28.56500075,0.75,28.52,0.229999,0.7975,0.27499925,0.953534154,,539.8,15567.832,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
04-09-2012,28.99,72.35969173,0.096159059,28.52,124.7273752,0.165750665,27.9,555.4129331,0.738090277,28.4825,0.75,28.139999,0.47,1.621248706,0.5075,1.750603656,,752.5,21814.975,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
05-09-2012,28.5,476.170743,0.744831445,28.01,151.0104166,0.236212133,27.809999,12.11884036,0.018956422,28.08249975,0.75,27.940001,0.49,1.719298246,0.41750025,1.464913158,,639.3,18220.05,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
06-09-2012,28.9,787.5946789,0.935718996,28,36.50237827,0.043367445,27.9,17.60294287,0.020913559,28.2,0.75,28.549999,0.9,3.114186851,0.7,2.422145329,,841.7,24325.13,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
07-09-2012,29.57,1.656578678,0.001737913,28.549999,678.6800385,0.712001719,28.5,272.8633828,0.286260368,28.7924995,0.75,29.35,1.020001,3.449445384,0.7775005,2.629355766,,953.2,28186.124,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
10-09-2012,29.35,178.6215901,0.120421756,29.200001,1161.697704,0.783184591,27.299999,142.9807055,0.096393653,28.76250025,0.75,27.370001,0.149999,0.511069847,0.58749975,2.001702726,,1483.3,43534.855,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
11-09-2012,28.16,728.6467857,0.717949341,27.76,200.0897696,0.197152202,27.4,86.16344464,0.084898458,27.77,0.75,27.799999,0.4,1.420454545,0.39,1.384943182,,1014.9,28579.584,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
12-09-2012,28.58,330.0064344,0.288164892,27.9,441.0214451,0.385104301,27.799999,374.1721206,0.326730807,28.04499975,0.75,28.280001,0.68,2.379286214,0.53500025,1.871939293,,1145.2,32729.816,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
13-09-2012,29.5,568.4799679,0.382892145,28.57,144.9686361,0.097641703,28.48,771.2513961,0.519466152,28.78,0.75,29.48,0.93,3.152542373,0.72,2.440677966,,1484.7,43798.65,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
14-09-2012,30.65,179.8515184,0.117045112,30,546.7469291,0.355816041,29.65,810.0015525,0.527138847,30.075,0.75,30.389999,0.65,2.120717781,0.575,1.876019576,,1536.6,47096.79,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
17-09-2012,32.779999,1683.779215,0.524084666,32.349998,1441.372522,0.448634376,31.51,87.64826234,0.027280958,32.24749875,0.75,32.540001,0.430001,1.311778564,0.53250025,1.62446695,,3212.8,105315.5808,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
18-09-2012,31.9,79.90617284,0.044677759,31.879999,757.377572,0.423470826,30.68,951.2162552,0.531851415,31.5849995,0.75,31.34,0.020001,0.06269906,0.3150005,0.987462382,,1788.5,57053.15,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
19-09-2012,31.74,892.7574753,0.851461588,31,143.7129888,0.137065321,30.940001,12.02953586,0.011473091,31.17000025,0.75,31.049999,0.74,2.331442974,0.56999975,1.795840422,,1048.5,33279.39,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
20-09-2012,31.5,136.6906442,0.149814384,30.93,260.5745906,0.285592493,30.68,515.1347652,0.564593123,31.01,0.75,30.9,0.57,1.80952381,0.49,1.555555556,,912.4,28740.6,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
21-09-2012,31.49,781.2713865,0.417792185,31.1,230.0335167,0.123012576,29.540001,858.6950968,0.459195239,30.80750025,0.75,30.02,0.39,1.238488409,0.68249975,2.167353922,,1870,58886.3,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
24-09-2012,31.030001,182.2939336,0.140021456,29.51,193.6725144,0.148761437,29.4,925.933552,0.711217107,29.86250025,0.75,30.66,1.520001,4.898488402,1.16750075,3.762490211,,1301.9,40397.9583,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
25-09-2012,29.48,1241.652331,0.218585369,28.620001,1310.546553,0.230713779,27.530001,3128.201116,0.550700851,28.56250075,0.75,27.66,0.859999,2.91722863,0.91749925,3.112276967,,5680.4,167458.192,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
26-09-2012,28.4,371.4193954,0.243202852,27.66,418.3905729,0.273959254,27.48,737.3900317,0.482837894,27.8,0.75,27.540001,0.74,2.605633803,0.6,2.112676056,,1527.2,43372.48,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
27-09-2012,28.540001,542.3537608,0.308400865,27.82,350.8381091,0.199498527,27.6,865.4081301,0.492100609,27.94500025,0.75,28.49,0.720001,2.522778468,0.59500075,2.084795827,,1758.6,50190.44576,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
28-09-2012,29.889999,2357.726619,0.542829723,28.73,756.8092271,0.174243502,28.610001,1228.864154,0.282926775,28.99,0.75,29.280001,1.159999,3.880893405,0.899999,3.011037237,,4343.4,129824.2217,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
01-10-2012,29.889999,870.8702684,0.984701796,29.5,5.514977299,0.00623584,29,8.014754344,0.009062364,29.47249975,0.75,29.16,0.389999,1.304780907,0.41749925,1.396785761,,884.4,26434.71512,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
02-10-2012,29.889999,76.47455334,0.104903365,29.280001,206.2347201,0.282900851,29,446.2907266,0.612195784,29.36250025,0.75,29.799999,0.609998,2.040809704,0.52749875,1.764800159,,729,21789.80927,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
03-10-2012,29.950001,670.4593262,0.636834466,29.75,127.4565065,0.121064311,29.24,254.8841673,0.242101223,29.67250025,0.75,29.299999,0.200001,0.667782949,0.27750075,0.926546714,,1052.8,31531.36105,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
04-10-2012,30.1,316.5836789,0.205400428,30,452.0660677,0.293301802,28.65,772.6502533,0.50129777,29.6875,0.75,29.4,0.1,0.332225914,0.4125,1.370431894,,1541.3,46393.13,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
05-10-2012,29.809999,668.9309378,0.712690111,29.700001,268.9379317,0.286530931,28.68,0.731130448,0.000778958,29.47250025,0.75,28.889999,0.109998,0.368996993,0.33749875,1.132166257,,938.6,27979.66506,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
08-10-2012,29.4,650.0370469,0.730624982,28.860001,35.50728988,0.039909284,28.610001,204.1556632,0.229465734,28.93250075,0.75,29.25,0.539999,1.836731293,0.46749925,1.590133503,,889.7,26157.18,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
09-10-2012,29.120001,1164.424529,0.976047384,29.120001,5.74349181,0.004814327,28.25,22.83197896,0.019138289,28.90250075,0.75,28.370001,0,0,0.21750025,0.746910174,,1193,34740.16119,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
10-10-2012,28.719999,306.9126162,0.609437284,28.389999,9.26716003,0.018401827,28.01,187.4202237,0.372160889,28.37749925,0.75,28.4,0.33,1.14902511,0.34249975,1.192547918,,503.6,14463.3915,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
11-10-2012,28.98,91.65092806,0.203397532,28.940001,244.0588259,0.541630772,28.25,114.8902461,0.254971696,28.7775005,0.75,28.32,0.039999,0.138022774,0.2024995,0.698756039,,450.6,13058.388,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
12-10-2012,28.73,450.0254772,0.455675858,28.32,158.3074395,0.160295099,27.5,379.2670832,0.384029043,28.2175,0.75,27.639999,0.41,1.427079708,0.5125,1.783849635,,987.6,28373.748,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
15-10-2012,28.049999,269.0027376,0.183157035,28.02,987.505367,0.672366969,26.860001,212.1918954,0.144475996,27.7375,0.75,27.33,0.029999,0.10694831,0.312499,1.114078471,,1468.7,41197.03353,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
16-10-2012,28.09,86.1722825,0.179787779,27.67,25.94205875,0.054124888,27.34,367.1856587,0.766087333,27.6925,0.75,28.059999,0.42,1.495194019,0.3975,1.41509434,,479.3,13463.537,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
17-10-2012,28.84,537.4857937,0.804619452,28.25,72.13413833,0.107985237,27.799999,58.38006795,0.087395311,28.28499975,0.75,28.82,0.59,2.045769764,0.55500025,1.924411408,,668,19265.12,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
18-10-2012,28.99,164.7783206,0.222372902,28.99,324.8464597,0.438389284,27.780001,251.3752196,0.339237813,28.68750025,0.75,28.040001,0,0,0.30249975,1.043462401,,741,21481.59,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
19-10-2012,28.200001,438.4149606,0.426722757,27.83,277.7758588,0.270367782,27.299999,311.2091806,0.302909461,27.79,0.75,27.74,0.370001,1.312060237,0.410001,1.453904204,,1027.4,28972.68103,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
22-10-2012,28,425.9526962,0.905896844,27.99,0.14456921,0.000307463,27.360001,44.10273459,0.093795692,27.83500025,0.75,27.85,0.01,0.035714286,0.16499975,0.589284821,,470.2,13165.6,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
23-10-2012,28.559999,9.042279161,0.012072469,27.379999,488.9449306,0.65279697,27.370001,251.0127902,0.335130561,27.6724995,0.75,28.389999,1.18,4.131652806,0.8874995,3.107491355,,749,21391.43925,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
24-10-2012,28.52,553.8078173,0.544871918,28.52,216.947555,0.213447024,27.25,245.6446277,0.241681058,28.2025,0.75,27.42,0,0,0.3175,1.113253857,,1016.4,28987.728,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
25-10-2012,27.799999,495.1989198,0.857190444,27.799999,17.08584153,0.02957563,27.450001,65.41523869,0.113233925,27.7124995,0.75,27.52,0,0,0.0874995,0.314746414,,577.7,16060.05942,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
26-10-2012,27.799999,130.2419707,0.272815188,27.530001,248.9890021,0.521552162,27.02,98.16902723,0.20563265,27.47000025,0.75,27.379999,0.269998,0.971215862,0.32999875,1.187045906,,477.4,13271.71952,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
31-10-2012,28.35,386.3239708,0.498353936,27.700001,136.7405562,0.176393906,27.370001,252.135473,0.325252158,27.78000075,0.75,28.129999,0.649999,2.292765432,0.56999925,2.010579365,,775.2,21976.92,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
01-11-2012,29.49,936.2615993,0.914228688,28.25,68.04519329,0.066443895,28.200001,19.79320743,0.019327417,28.54750025,0.75,29.25,1.24,4.204815192,0.94249975,3.195997796,,1024.1,30200.709,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
02-11-2012,29.549999,157.8139399,0.153172804,29.27,326.057417,0.316468424,28.549999,546.4286431,0.530358772,29.1599995,0.75,28.92,0.279999,0.947543179,0.3899995,1.319795307,,1030.3,30445.36397,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
05-11-2012,31.58,1207.168319,0.589178739,29.799999,178.0737131,0.086911862,29.33,663.657968,0.323909399,30.1274995,0.75,31.5,1.780001,5.636481951,1.4525005,4.599431602,,2048.9,64704.262,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
06-11-2012,31.200001,1668.917414,0.718122812,30.610001,462.147711,0.19885874,29.950001,192.934875,0.083018449,30.592501,0.75,31.15,0.59,1.89102558,0.6075,1.947115322,,2324,72508.80232,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
07-11-2012,32.049999,1381.511361,0.805780905,31,177.5849248,0.103578259,30.809999,155.4037144,0.090640837,31.2149995,0.75,31.540001,1.049999,3.276128027,0.8349995,2.605302733,,1714.5,54949.72329,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
08-11-2012,31.879999,786.9307333,0.617685034,31.01,266.0296466,0.208814479,30.940001,221.0396201,0.173500487,31.21,0.75,31.309999,0.869999,2.728980638,0.669999,2.101628046,,1274,40615.11873,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
09-11-2012,30.93,821.0542826,0.951395461,30.6,27.811631,0.032226687,29.85,14.13408636,0.016377852,30.495,0.75,30.32,0.33,1.066925315,0.435,1.406401552,,863,26692.59,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
12-11-2012,31.42,377.91359,0.679822972,30.290001,153.4876309,0.27610655,30.16,24.49877907,0.044070479,30.5400005,0.75,31.07,1.129999,3.596432209,0.8799995,2.800762253,,555.9,17466.378,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
13-11-2012,32,108.7597856,0.108944992,31.290001,762.0528325,0.763350528,30.719999,127.4873819,0.12770448,31.32500025,0.75,31.610001,0.709999,2.218746875,0.67499975,2.109374219,,998.3,31945.6,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
14-11-2012,32.119999,238.5300104,0.273763354,31.959999,535.5687959,0.614677833,31.200001,97.20119371,0.111558813,31.8099995,0.75,31.379999,0.16,0.498132021,0.3099995,0.965129233,,871.3,27986.15513,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
15-11-2012,31.440001,811.2180559,0.824408593,31.299999,44.52903023,0.04525308,30.5,128.2529138,0.130338327,31.13499975,0.75,30.82,0.140002,0.445298968,0.30500125,0.970105726,,984,30936.96098,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
16-11-2012,32,291.8402236,0.321162346,31.15,359.7031852,0.395843717,30.59,257.1565911,0.282993938,31.2225,0.75,31.84,0.85,2.65625,0.7775,2.4296875,,908.7,29078.4,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
19-11-2012,33.25,812.0105175,0.58317331,32.07,62.85884655,0.045144245,31.84,517.5306359,0.371682445,32.3075,0.75,32.919998,1.18,3.54887218,0.9425,2.834586466,,1392.4,46297.3,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
20-11-2012,33.099998,744.5382733,0.807087559,32.799999,168.3313245,0.182472981,31.91,9.630402175,0.01043946,32.652499,0.75,33,0.299999,0.906341445,0.447499,1.351960807,,922.5,30534.74816,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
21-11-2012,33.470001,130.6137627,0.13560399,32.610001,317.8377575,0.329981061,32.290001,514.7484798,0.53441495,32.745001,0.75,32.470001,0.86,2.569465116,0.725,2.166118848,,963.2,32238.30496,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
23-11-2012,32.830002,400.3375428,0.930368447,32.599998,27.2847515,0.063408672,31.700001,2.67770565,0.006222881,32.43249975,0.75,32.130001,0.230004,0.70059088,0.39750225,1.2107896,,430.3,14126.74986,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
26-11-2012,32.299999,412.5021153,0.831992971,32.099998,11.87404477,0.023949263,31.620001,71.42383996,0.144057765,32.029999,0.75,32.27,0.200001,0.619198162,0.27,0.835913339,,495.8,16014.3395,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
27-11-2012,32.66,205.9681608,0.226139834,32.130001,605.8460153,0.665180078,31.52,98.9858239,0.108680088,32.1100005,0.75,32.150002,0.529999,1.622777097,0.5499995,1.684015615,,910.8,29746.728,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
28-11-2012,34.290001,355.0515203,0.232790139,32,1094.534813,0.71763363,31.91,75.61366683,0.049576231,32.55000025,0.75,33.23,2.290001,6.678334597,1.74000075,5.074367744,,1525.2,52299.10953,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
29-11-2012,34,579.2175662,0.524938885,33.439999,43.05370697,0.039019129,32.869999,481.1287268,0.436041986,33.43749925,0.75,33.689999,0.560001,1.647061765,0.56250075,1.654413971,,1103.4,37515.6,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
30-11-2012,34.279999,275.3899848,0.193895645,33.630001,564.0895068,0.397162224,33.009998,580.8205083,0.408942131,33.63749975,0.75,33.82,0.649998,1.896143579,0.64249925,1.874268579,,1420.3,48687.88258,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
03-12-2012,35,870.866659,0.417541669,33.889999,492.4001193,0.236083866,33.5,722.4332218,0.346374465,34.0699995,0.75,34.619999,1.110001,3.171431429,0.9300005,2.657144286,,2085.7,72999.5,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
04-12-2012,34.799999,840.4117521,0.66525113,34.080002,82.6939391,0.065458671,33.549999,340.1943088,0.269290199,34.1275005,0.75,33.900002,0.719997,2.068956956,0.6724985,1.93246701,,1263.3,43962.83874,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
05-12-2012,34.189999,661.2853806,0.999675556,33.82,0.042501965,6.43E-05,33.580002,0.172117466,0.000260193,33.85250025,0.75,33.709999,0.369999,1.082184881,0.33749875,0.987127113,,661.5,22616.68434,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
06-12-2012,34.799999,561.2340411,0.849839553,33.82,23.19956661,0.035129568,33.5,75.96639228,0.115030879,33.98499975,0.75,33.900002,0.979999,2.816089161,0.81499925,2.341951935,,660.4,22981.91934,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
07-12-2012,34.490002,565.013538,0.850411707,34.299999,38.43424933,0.057848057,33.849998,60.95221263,0.091740236,34.2349995,0.75,34.169998,0.190003,0.550892981,0.2550025,0.739351943,,664.4,22915.15733,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
10-12-2012,34.799999,338.3271048,0.363870838,34.43,260.7733669,0.280461784,34.18,330.6995284,0.355667378,34.45999975,0.75,34.57,0.369999,1.063215548,0.33999925,0.977009367,,929.8,32357.03907,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
11-12-2012,35.5,492.7261272,0.313319425,34.599998,80.90119559,0.05144423,34.459999,998.9726772,0.635236346,34.78999875,0.75,35.279999,0.900002,2.535216901,0.71000125,2.000003521,,1572.6,55827.3,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
12-12-2012,35.799999,963.800504,0.467002861,35.209999,844.0845332,0.408995316,34.950001,255.9149628,0.124001823,35.2924995,0.75,35.259998,0.59,1.648044739,0.5074995,1.417596408,,2063.8,73884.03794,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
13-12-2012,35.299999,1929.39021,0.896848515,35.259998,40.15093351,0.018663568,32.75,181.7588562,0.084487917,34.64249875,0.75,33.610001,0.040001,0.113317284,0.65750025,1.862606993,,2151.3,75940.88785,1,Jaipur,0.99942524,0.999389119,0.999575012,0.999726036,0.999726036
